gene_claim_name	gene_name	entrez_id	gene_claim_source
MEK	MAP2K7	5609	MyCancerGenome
ENSG00000166743	ACSM1	116285	Ensembl
ENSG00000279459			Ensembl
ENSG00000269388			Ensembl
ENSG00000167359	OR51I1	390063	Ensembl
ENSG00000231110			Ensembl
ESX1	ESX1	80712	GO
ENSG00000222421			Ensembl
CYSLTR2	CYSLTR2	57105	GO
ENSG00000251437	NDUFS5P4	100287817	Ensembl
ENSG00000230180	RPL12P49	107075252	Ensembl
387509	GPR153	387509	dGene
ENSG00000203950	RTL8A	26071	Ensembl
ENSG00000261434			Ensembl
Q9UGF7	OR12D3	81797	HopkinsGroom
ENSG00000220988	SNORD88C	692204	Ensembl
YBEY	YBEY	54059	GO
ENSG00000207289	RNU6-1235P	106480701	Ensembl
ENSG00000166887	VPS39	23339	Ensembl
434	KCNJ3	3760	GuideToPharmacologyGenes
ENSG00000124784	RIOK1	83732	HingoraniCasas
ENSG00000201516	SNORA51	677831	Ensembl
ENSG00000199410			Ensembl
ENSG00000196865	NHLRC2	374354	Ensembl
ENSG00000254704			Ensembl
ENSG00000275315			Ensembl
ENSG00000270090			Ensembl
P05108	CYP11A1	1583	HopkinsGroom
ENSG00000134709	HOOK1	51361	Ensembl
2181	PTK2B	2185	GuideToPharmacologyInteractions
ENSG00000155660	PDIA4	9601	Ensembl
ENSG00000265554			Ensembl
ENSG00000231100			Ensembl
P51959	CCNG1	900	TdgClinicalTrial
ENSG00000198315	ZKSCAN8	7745	Ensembl
TTDC00069	PPARD	5467	TTD
ENSG00000220131			Ensembl
ENSG00000248199			Ensembl
ENSG00000254485			Ensembl
ENSG00000248287	SCGB1D5P	100874258	Ensembl
IL-1R2			ClearityFoundationClinicalTrial
ENSG00000170681	CAVIN4	347273	Ensembl
10730	YME1L1	10730	dGene
ENSG00000238745			Ensembl
ENSG00000266317	RN7SL703P	106479479	Ensembl
OR5H8	OR5H8	79289	GO
ENSG00000213643	VN1R37P	402273	Ensembl
ENSG00000100253	MIOX	55586	Ensembl
ENSG00000177947	ODF3	113746	Ensembl
ENSG00000200107	RNU6-1249P	106480652	Ensembl
ENSG00000251088			Ensembl
ENSG00000115661	STK16	8576	RussLampel
ENSG00000200701	RNU6-674P	106481773	Ensembl
83873	GPR61	83873	dGene
ENSG00000267327			Ensembl
TRAT1	TRAT1	50852	GO
ENSG00000199362			Ensembl
URS0000101689_9606			GO
ENSG00000260596	DUX4	100288687	Ensembl
ENSG00000202476			Ensembl
ENSG00000202078			Ensembl
SP1	SP1	6667	GO
ENSG00000125730	C3	718	HingoraniCasas
ENSG00000180708	OR10K2	391107	HingoraniCasas
ENSG00000112110	MRPL18	29074	Ensembl
ENSG00000249071	EGFLAM-AS3	100874116	Ensembl
SLC38A11	SLC38A11	151258	GO
ENSG00000170615	SLC26A5	375611	Ensembl
ENSG00000064989	CALCRL	10203	HingoraniCasas
ENSG00000174227	PIGG	54872	Ensembl
ENSG00000254547			Ensembl
ENSG00000138185	ENTPD1	953	HingoraniCasas
ENSG00000278462			Ensembl
ENSG00000259167	NMNAT1P1	326607	Ensembl
ENSG00000243305			Ensembl
ENSG00000274776			Ensembl
ENSG00000283527			Ensembl
ENSG00000178772	CPN2	1370	HingoraniCasas
Q8TE23	TAS1R2	80834	HopkinsGroom
ENSG00000229271			Ensembl
ENSG00000131871	SELENOS	55829	Ensembl
ENSG00000188984	AADACL3	126767	Ensembl
ENSG00000260769			Ensembl
ENSG00000240881			Ensembl
ENSG00000279152			Ensembl
ENSG00000164904	ALDH7A1	501	Ensembl
ENSG00000172236	TPSAB1	7177	HingoraniCasas
ENSG00000173530	TNFRSF10D	8793	HingoraniCasas
ENSG00000278934			Ensembl
ENSG00000267565			Ensembl
ENSG00000227660	UST-AS1	100128176	Ensembl
ENSG00000265306	MIR3195	100422838	Ensembl
ENSG00000261515			Ensembl
ENSG00000254029	IGLC4	3540	Ensembl
ENSG00000008382	MPND	84954	Ensembl
TLE1	TLE1	7088	GO
ENSG00000143924	EML4	27436	Ensembl
ENSG00000094880	CDC23	8697	Ensembl
ENSG00000240859			Ensembl
DCTN3	DCTN3	11258	GO
ENSG00000161664	ASB16	92591	Ensembl
ENSG00000229339			Ensembl
ENSG00000151694	ADAM17	6868	Ensembl
URS000059273E_9606			GO
ENSG00000225895	TRAPPC2P8	414751	Ensembl
ENSG00000104613	INTS10	55174	Ensembl
ENSG00000085491	SLC25A24	29957	Ensembl
ENSG00000224136			Ensembl
PIK3R6	PIK3R6	146850	MyCancerGenomeClinicalTrial
ENSG00000050628	PTGER3	5733	Ensembl
P48443	RXRG	6258	HopkinsGroom
ENSG00000271573			Ensembl
ENSG00000181773	GPR3	2827	Ensembl
ENSG00000158526	TSR2	90121	Ensembl
Q8NGC0	OR5AU1	390445	HopkinsGroom
ENSG00000277128			Ensembl
ENSG00000180245	RRH	10692	RussLampel
ENSG00000197334			Ensembl
ENSG00000211654	IGLV5-37	28783	Ensembl
GADD45B	GADD45B	4616	GO
ENSG00000196240	OR2T2	401992	RussLampel
DYRK2	DYRK2	8445	GO
UTRN	UTRN	7402	GO
ENSG00000223433	RPS29P9	648343	Ensembl
Q9C019	TRIM15	89870	HopkinsGroom
ENSG00000207368			Ensembl
ENSG00000123562	MORF4L2	9643	Ensembl
ENSG00000106976	DNM1	1759	Ensembl
ENSG00000274736	CCL23	6368	Ensembl
2917	GRM7	2917	dGene
P30305	CDC25B	994	HopkinsGroom
ENSG00000111203	ITFG2	55846	RussLampel
ENSG00000254752	OR5M2P	79523	Ensembl
ENSG00000218476			Ensembl
ENSG00000263781			Ensembl
ENSG00000186522	SEPT10	151011	Ensembl
ENSG00000110811	P3H3	10536	RussLampel
2846	LPAR4	2846	dGene
OR1A1	OR1A1	8383	GO
ENSG00000249141			Ensembl
ENSG00000182149	IST1	9798	Ensembl
ENSG00000278123	SNORD116-28	100033820	Ensembl
ENSG00000167105	TMEM92	162461	Ensembl
ENSG00000223542			Ensembl
ENSG00000279607			Ensembl
3816	KLK1	3816	dGene
ENSG00000227573			Ensembl
ENSG00000239197			Ensembl
ENSG00000222022			Ensembl
ENSG00000221114	RNU6ATAC30P	106481868	Ensembl
ENSG00000235408	SNORA71B	26776	Ensembl
396	CNGA3	1261	GuideToPharmacologyInteractions
P51687	SUOX	6821	HopkinsGroom
ENSG00000250012			Ensembl
2853	LOXL2	4017	GuideToPharmacologyInteractions
ENSG00000270019			Ensembl
ENSG00000107438	PDLIM1	9124	Ensembl
ENSG00000243609			Ensembl
ENSG00000255175			Ensembl
ENSG00000235160	LINC02248	107984780	Ensembl
ENSG00000109944	C11ORF63	79864	Ensembl
ENSG00000236839			Ensembl
ENSG00000228078	HLA-U	352965	Ensembl
ENSG00000212410	RNU6-932P	106481474	Ensembl
ENSG00000283412			Ensembl
ENSG00000259664	LINC02254	101927286	Ensembl
855	ATP8A2	51761	GuideToPharmacologyGenes
MET	MET	4233	CancerCommons
ENSG00000282968	AGGF1P10	100288774	Ensembl
ENSG00000271164			Ensembl
ENSG00000280082			Ensembl
120775	OR2D3	120775	dGene
ENSG00000140943	MBTPS1	8720	Ensembl
ENSG00000235539	MTND1P33	100873218	Ensembl
ENSG00000148734	NPFFR1	64106	RussLampel
ERK			BaderLabGenes
ENSG00000237813			Ensembl
ENSG00000163877	SNIP1	79753	Ensembl
ENSG00000205936	PPP1R12BP2	360020	Ensembl
KCNJ13	KCNJ13	3769	GO
ENSG00000233633			Ensembl
AP2S1	AP2S1	1175	GO
ENSG00000122176	FMOD	2331	HingoraniCasas
PSMD10P3	PSMD10P3	338091	MyCancerGenome
MADD	MADD	8567	GO
ENSG00000270052			Ensembl
ENSG00000168936	TMEM129	92305	Ensembl
ENSG00000272934			Ensembl
ENSG00000271095	BNIP3P28	106481966	Ensembl
ENSG00000265375	MIR4679-2	100616192	Ensembl
ENSG00000132485	ZRANB2	9406	Ensembl
ENSG00000255459			Ensembl
ENSG00000166333	ILK	3611	HingoraniCasas
ENSG00000141738	GRB7	2886	Ensembl
ENSG00000131067	GGT7	2686	HingoraniCasas
ENSG00000088386	SLC15A1	6564	RussLampel
ENSG00000255148			Ensembl
ENSG00000177888	ZBTB41	360023	Ensembl
ENSG00000255003	CYCSP28	360179	Ensembl
ENSG00000198821	CD247	919	HingoraniCasas
ENSG00000233728			Ensembl
ENSG00000163393	SLC22A15	55356	RussLampel
ENSG00000278055			Ensembl
ENSG00000188517	COL25A1	84570	HingoraniCasas
ENSG00000129270	MMP28	79148	HingoraniCasas
ENSG00000277692			Ensembl
ENSG00000255243			Ensembl
5800	PTPRO	5800	dGene
ENSG00000228709			Ensembl
SLC35A1	SLC35A1	10559	GO
POU4F1	POU4F1	5457	GO
ENSG00000185643			RussLampel
ENSG00000159110	IFNAR2	3455	HingoraniCasas
ENSG00000064300	NGFR	4804	Ensembl
ENSG00000226590	UBE2V1P10	102724605	Ensembl
ENSG00000227563	RNF11P2	170543	Ensembl
ENSG00000243499			Ensembl
288	MTNR1B	4544	GuideToPharmacologyInteractions
Q8NGG3	OR5T3	390154	HopkinsGroom
ENSG00000257576	HSPD1P4	644745	Ensembl
ENSG00000171049	FPR2	2358	Ensembl
ENSG00000229494			Ensembl
ENSG00000271639			Ensembl
ENSG00000242622			Ensembl
ENSG00000113600	C9	735	Ensembl
ENSG00000270872	SRGAP2D	100996712	Ensembl
TRIB2	TRIB2	28951	GO
ENSG00000275975			Ensembl
ENSG00000283866			Ensembl
ENSG00000189420	ZFP92	139735	Ensembl
DAPK3	DAPK3	1613	GO
ENSG00000204424	LY6G6F	259215	Ensembl
146057	TTBK2	146057	dGene
ENSG00000166106	ADAMTS15	170689	Ensembl
ENSG00000254462	TMX2-CTNND1	100528016	Ensembl
IGHV4-39	IGHV4-39	28394	GO
ENSG00000224869			Ensembl
ENSG00000251649	LINC02379	101927109	Ensembl
ENSG00000224546	EIF4BP3	100128771	Ensembl
ENSG00000265319	RN7SL847P	106481152	Ensembl
ENSG00000245937	LINC01184	644873	Ensembl
ENSG00000141198	TOM1L1	10040	Ensembl
ENSG00000233025	CRYZP1	1430	Ensembl
KCNK13	KCNK13	56659	BaderLabGenes
ENSG00000157734	SNX22	79856	Ensembl
ENSG00000168003	SLC3A2	6520	HingoraniCasas
646424	SPINK8	646424	dGene
Q9HCS2	CYP4F12	66002	HopkinsGroom
P05556	ITGB1	3688	HopkinsGroom
ENSG00000184160	ADRA2C	152	HingoraniCasas
P26640	VARS	7407	HopkinsGroom
P16083	NQO2	4835	TEND
ENSG00000163792	TCF23	150921	Ensembl
ENSG00000124701	APOBEC2	10930	Ensembl
ENSG00000233903			Ensembl
ENSG00000118960	HS1BP3	64342	Ensembl
2147	F2	2147	dGene
MMP9	MMP9	4318	CIViC
ENSG00000266666	MIR4325	100422883	Ensembl
ENSG00000158525	CPA5	93979	HingoraniCasas
ENSG00000054392	HHAT	55733	RussLampel
ENSG00000119986	AVPI1	60370	Ensembl
ENSG00000264270			Ensembl
ENSG00000253818	IGLV1-41	28824	Ensembl
VN1R4	VN1R4	317703	GO
ENSG00000271966			Ensembl
ENSG00000176798	OR51L1	119682	Ensembl
ENSG00000176678	FOXL1	2300	Ensembl
ENSG00000279833			Ensembl
ENSG00000274833			Ensembl
CYP2C19	CYP2C19	1557	GO
ENSG00000163933	RFT1	91869	Ensembl
ENSG00000230249			Ensembl
ENSG00000179148	ALOXE3	59344	Ensembl
Q8NHA4	OR2AE1	81392	HopkinsGroom
ENSG00000270832			Ensembl
ENSG00000249605			Ensembl
ENSG00000237008	LAPTM4BP1	645900	Ensembl
ENSG00000259111			Ensembl
Q8WW43	APH1B	83464	TdgClinicalTrial
ENSG00000260685			Ensembl
ENSG00000223825	DAZAP2P1	645805	Ensembl
ENSG00000260604			Ensembl
ENSG00000197329	PELI1	57162	Ensembl
1037	SLC22A20	440044	GuideToPharmacologyGenes
112	ADCY6	112	GuideToPharmacologyInteractions
ENSG00000266327	MIR4503	100616280	Ensembl
ENSG00000146648	EGFR	1956	HingoraniCasas
ENSG00000164266	SPINK1	6690	HingoraniCasas
ENSG00000250903	GMDS-AS1	100508120	Ensembl
ENSG00000203757	OR6K3	391114	Ensembl
ENSG00000248840			Ensembl
ENSG00000272397			Ensembl
ENSG00000187122	SLIT1	6585	HingoraniCasas
O76100	OR7A10	390892	HopkinsGroom
ENSG00000223509			Ensembl
ENSG00000137822	TUBGCP4	27229	Ensembl
ENSG00000202239	RNU6-396P	106481303	Ensembl
ENSG00000214259			Ensembl
TNFRSF13C	TNFRSF13C	115650	GO
ENSG00000156482	RPL30	6156	Ensembl
ENSG00000232526	VDAC1P13	100420568	Ensembl
ENSG00000172766	NAA16	79612	Ensembl
ENSG00000061455	PRDM6	93166	Ensembl
RXRB	RXRB	6257	TALC
PIK3CD	PIK3CD	5293	MskImpact
TTDR01268			TTD
P18507	GABRB1	2560	TdgClinicalTrial
ENSG00000239884	RN7SL608P	106480521	Ensembl
ENSG00000010671	BTK	695	RussLampel
LRGUK	LRGUK	136332	GO
ENSG00000240174			Ensembl
ESR	ESR1	2099	FDA
ENSG00000279093			Ensembl
ENSG00000159247	TUBBP5	643224	Ensembl
ENSG00000203756	TMEM244	253582	Ensembl
ENSG00000238685	SNORA78	677844	Ensembl
CDK4	CDK4	1019	ClearityFoundationBiomarkers
HTT	HTT	3064	GO
ENSG00000259895			Ensembl
ENSG00000250908			Ensembl
ENSG00000251019	HIGD1AP13	100874454	Ensembl
ENSG00000251831	RNU6-1114P	106481531	Ensembl
ENSG00000244155	CYP4F34P	100422247	Ensembl
ENSG00000185040	SPDYE16	102723555	Ensembl
ENSG00000203497	PDCD4-AS1	282997	Ensembl
ENSG00000162572	SCNN1D	6339	HingoraniCasas
IGFBP5	IGFBP5	3488	NCI
ENSG00000138395	CDK15	65061	HingoraniCasas
ENSG00000263317	LINC01982	105371830	Ensembl
NFKBIA	NFKBIA	4792	GO
ENSG00000212598			Ensembl
2290	SBK3	100130827	GuideToPharmacologyGenes
ENSG00000100453	GZMB	3002	HingoraniCasas
ENSG00000273416			Ensembl
ENSG00000274799			Ensembl
ENSG00000279057			Ensembl
ENSG00000168002	POLR2G	5436	Ensembl
ENSG00000254083	LINC01591	286094	Ensembl
CLCN5	CLCN5	1184	GO
ADAMTS19	ADAMTS19	171019	GO
ENSG00000204256	BRD2	6046	HingoraniCasas
ENSG00000226480	OR7H1P	390886	Ensembl
ENSG00000272369			Ensembl
ENSG00000121380	BCL2L14	79370	Ensembl
P53611	RABGGTB	5876	HopkinsGroom
ENSG00000214593			Ensembl
9344	TAOK2	9344	dGene
ENSG00000198951	NAGA	4668	Ensembl
ENSG00000153789	FAM92B	339145	Ensembl
MC5R	MC5R	4161	GO
ENSG00000109111	SUPT6H	6830	Ensembl
SLC35A3	SLC35A3	23443	GO
ENSG00000069956	MAPK6	5597	Ensembl
ENSG00000249706			Ensembl
ENSG00000267252	LINC01255	101927433	Ensembl
ENSG00000171189	GRIK1	2897	Ensembl
ENSG00000200422			Ensembl
ENSG00000240873	RPS29P22	100271384	Ensembl
ENSG00000207473			Ensembl
ENSG00000254907			Ensembl
ENSG00000223720			Ensembl
ENSG00000251402	FAM90A25P	389633	Ensembl
ENSG00000199666	SNORD3G	109616984	Ensembl
ENSG00000256812	CAPNS2	84290	Ensembl
HCN2	HCN2	610	GO
ENSG00000222883			Ensembl
BCL2L5	BCL2A1	597	ChemblInteractions
ENSG00000143867	OSR1	130497	Ensembl
ENSG00000224259	LINC01133	100505633	Ensembl
ENSG00000258799	ZNF519P2	100287908	Ensembl
ENSG00000232310			Ensembl
8314	BAP1	8314	dGene
ENSG00000199562	RNU6-37P	106478920	Ensembl
ENSG00000117616	RSRP1	57035	Ensembl
ENSG00000259907			Ensembl
ENSG00000133243	BTBD2	55643	Ensembl
Q8WYK1	CNTNAP5	129684	HopkinsGroom
ENSG00000264113	RN7SL784P	106481134	Ensembl
GTF2H4	GTF2H4	2968	GO
ENSG00000175073	VCPIP1	80124	Ensembl
AKT3	AKT3	10000	ClearityFoundationClinicalTrial
ENSG00000274344			Ensembl
Q8NGC1	OR11G2	390439	HopkinsGroom
ENSG00000260026	LINC02189	101928614	Ensembl
ENSG00000239640	RN7SL62P	106479246	Ensembl
ENSG00000274355	FAM74A3	728495	Ensembl
ENSG00000259314			Ensembl
ENSG00000256400			Ensembl
ENSG00000119698	PPP4R4	57718	Ensembl
Q8TDV0	GPR151	134391	HopkinsGroom
ENSG00000232645	LINC01431	100505683	Ensembl
ENSG00000106714	CNTNAP3	79937	Ensembl
ENSG00000263813	MIR3679	100500878	Ensembl
ENSG00000015520	NPC1L1	29881	Ensembl
ENSG00000276388			Ensembl
ENSG00000231599	LINC01037	106144535	Ensembl
ENSG00000180900	SCRIB	23513	Ensembl
ENSG00000130347	RTN4IP1	84816	Ensembl
ENSG00000236044	FABP5P2	729163	Ensembl
Q8NG98	OR7D4	125958	HopkinsGroom
ENSG00000224978			Ensembl
ENSG00000284558			Ensembl
ENSG00000186675	MAGEE2	139599	Ensembl
ENSG00000074603	DPP8	54878	RussLampel
ENSG00000130948	HSD17B3	3293	RussLampel
ENSG00000160396	HIPK4	147746	RussLampel
950	SLC9A3	6550	GuideToPharmacologyGenes
2790	XIAP	331	GuideToPharmacologyInteractions
ENSG00000215270			Ensembl
4593	MUSK	4593	dGene
UHMK1	UHMK1	127933	GO
ENSG00000221015	RNU6ATAC29P	106481168	Ensembl
5624	PROC	5624	dGene
ENSG00000164209	SLC25A46	91137	Ensembl
ENSG00000257453			Ensembl
ENSG00000201394	RNA5SP140	106478996	Ensembl
ENSG00000229944	EIF4EP2	100131693	Ensembl
ENSG00000278736			Ensembl
JUNB	JUNB	3726	GO
ENSG00000065427	KARS	3735	HingoraniCasas
ENSG00000279766			Ensembl
ENSG00000267681			Ensembl
ENSG00000162975	KCNF1	3754	Ensembl
ENSG00000104687	GSR	2936	Ensembl
ENSG00000126778	SIX1	6495	Ensembl
ENSG00000223060			Ensembl
ENSG00000243150			Ensembl
ENSG00000279190			Ensembl
ENSG00000279353			Ensembl
GPR32P1	GPR32P1	2855	GO
ENSG00000268081			Ensembl
ENSG00000135220	UGT2A3	79799	Ensembl
ENSG00000077232	DNAJC10	54431	Ensembl
ENSG00000226032			Ensembl
1553	MYLK2	85366	GuideToPharmacologyInteractions
ENSG00000184394	OR4N5	390437	Ensembl
ENSG00000282732			Ensembl
ENSG00000223629	DEFA8P	449491	Ensembl
ENSG00000182103	FAM181B	220382	Ensembl
ENSG00000142534	RPS11	6205	Ensembl
ENSG00000277206			Ensembl
ENSG00000123560	PLP1	5354	HingoraniCasas
ENSG00000269916			Ensembl
ENSG00000270447			Ensembl
TTDC00271	MYC	4609	TTD
PTK8	MST1R	4486	ChemblInteractions
ENSG00000218089	DNAJA1P4	728614	Ensembl
ENSG00000204262	COL5A2	1290	HingoraniCasas
ENSG00000180772	AGTR2	186	RussLampel
1170			GuideToPharmacologyInteractions
ENSG00000174804	FZD4	8322	HingoraniCasas
271	OXER1	165140	GuideToPharmacologyGenes
ENSG00000165246	NLGN4Y	22829	RussLampel
CCL14	CCL14	6358	NCI
ENSG00000275569			Ensembl
ENSG00000250155			Ensembl
ENSG00000223714			Ensembl
1370	CYP27B1	1594	GuideToPharmacologyGenes
ENSG00000264610	MIR4685	100616482	Ensembl
ENSG00000200169	RNU5D-1	26830	Ensembl
C1QB	C1QB	713	GO
ENSG00000037474	NSUN2	54888	Ensembl
ENSG00000161526	SAP30BP	29115	Ensembl
ENSG00000178762	HIST1H2BPS1	100288742	Ensembl
ENSG00000188076	SCGB1C1	147199	HingoraniCasas
ENSG00000240002	YBX1P3	100861556	Ensembl
ENSG00000268093			Ensembl
ENSG00000251936	RNA5SP249	100873505	Ensembl
ENSG00000279096			Ensembl
ENSG00000239912	RPL39P36	100271526	Ensembl
452	GRIK3	2899	GuideToPharmacologyGenes
ENSG00000263735	MIR4662B	100616255	Ensembl
ENSG00000277170			Ensembl
ENSG00000005249	PRKAR2B	5577	Ensembl
ENSG00000187980	PLA2G2C	391013	Ensembl
2175	PRKX	5613	GuideToPharmacologyGenes
ENSG00000198615			RussLampel
ENSG00000264767	RN7SL237P	106479308	Ensembl
ENSG00000240156	COX6CP6	100289131	Ensembl
RPS19	RPS19	6223	NCI
2650	DOT1L	84444	GuideToPharmacologyGenes
ENSG00000091039	OSBPL8	114882	Ensembl
ENSG00000278528			Ensembl
1960	CDC7	8317	GuideToPharmacologyInteractions
ENSG00000276667			Ensembl
OR8H2	OR8H2	390151	GO
O60242	ACAN	176	HopkinsGroom
ENSG00000214487			Ensembl
ENSG00000276075			Ensembl
ENSG00000200685			Ensembl
TTDS00179			TTD
2103	MINK1	50488	GuideToPharmacologyGenes
789	ABCD2	225	GuideToPharmacologyGenes
ENSG00000122122	SASH3	54440	Ensembl
ENSG00000169067	ACTBL2	345651	Ensembl
ENSG00000117601	SERPINC1	462	RussLampel
ENSG00000237353	PATE4	399968	HingoraniCasas
ENSG00000260235			Ensembl
1189	SLC39A10	57181	GuideToPharmacologyGenes
IL5	IL5	3567	NCI
ENSG00000198854	C1ORF68	100129271	Ensembl
ENSG00000144040	SFXN5	94097	Ensembl
ENSG00000158014	SLC30A2	7780	Ensembl
NDUFB5	NDUFB5	4711	ChemblInteractions
P30203	CD6	923	HopkinsGroom
ENSG00000163701	IL17RE	132014	HingoraniCasas
ENSG00000138658	ZGRF1	55345	Ensembl
ENSG00000100373	UPK3A	7380	HingoraniCasas
ENSG00000164134	NAA15	80155	Ensembl
TFF3	TFF3	7033	CIViC
ENSG00000233875			Ensembl
ENSG00000144550	CPNE9	151835	Ensembl
ENSG00000188428	BLOC1S5	63915	Ensembl
ENSG00000275107	MIR6782	102465469	Ensembl
TOMM70	TOMM70	9868	GO
ENSG00000117859	OSBPL9	114883	Ensembl
ENSG00000250377			Ensembl
ENSG00000162267	ITIH3	3699	RussLampel
ENSG00000123838	C4BPA	722	HingoraniCasas
ENSG00000218823	PAPOLB	56903	Ensembl
ENSG00000111897	SERINC1	57515	Ensembl
ENSG00000137948	BRDT	676	HingoraniCasas
ENSG00000232090			Ensembl
ENSG00000277020			Ensembl
ENSG00000250144			Ensembl
ENSG00000280087			Ensembl
348	F2RL1	2150	GuideToPharmacologyInteractions
LRRC8E	LRRC8E	80131	GO
57143	ADCK1	57143	dGene
ENSG00000231605	LINC01363	101928484	Ensembl
ENSG00000171014	OR4D5	219875	Ensembl
ENSG00000189299	FOXR2	139628	Ensembl
ENSG00000229286			Ensembl
ENSG00000262251			Ensembl
ENSG00000177700	POLR2L	5441	Ensembl
ENSG00000166016	ABTB2	25841	Ensembl
ENSG00000274718			Ensembl
ENSG00000277895			Ensembl
Q9NR96	TLR9	54106	TdgClinicalTrial
ENSG00000252037	RNU6-162P	106481226	Ensembl
ENSG00000282855			Ensembl
ENSG00000103313	MEFV	4210	Ensembl
ENSG00000184304	PRKD1	5587	RussLampel
LIMD1	LIMD1	8994	GO
ENSG00000218337			Ensembl
ENSG00000284193	MIR1257	100302168	Ensembl
ENSG00000226774			Ensembl
ENSG00000137776	SLTM	79811	Ensembl
Q14246	JAG1	182	HopkinsGroom
ENSG00000273038			Ensembl
889	SLC3A1	6519	GuideToPharmacologyGenes
ENSG00000088782	DEFB127	140850	HingoraniCasas
ENSG00000278672	MIR8059	102466918	Ensembl
ENSG00000182487	NCF1B	654816	Ensembl
P06126	CD1A	909	TEND
ENSG00000280238			Ensembl
ENSG00000005379	TSPOAP1	9256	Ensembl
ENSG00000253656			Ensembl
ENSG00000249479			Ensembl
ENSG00000197178			RussLampel
ENSG00000254883			Ensembl
ENSG00000235912			Ensembl
ENSG00000229326			Ensembl
ENSG00000233764	MTCO1P20	107075163	Ensembl
ENSG00000164885	CDK5	1020	HingoraniCasas
ENSG00000254864			Ensembl
ENSG00000237801	AMD1P2	263	Ensembl
ENSG00000120837	NFYB	4801	Ensembl
ENSG00000197794	IGKV7-3	28905	Ensembl
ENSG00000224936	SUCLA2P1	646520	Ensembl
ENSG00000207367	RNU6-29P	107131122	Ensembl
NETO2	NETO2	81831	GO
165082	ADGRF3	165082	dGene
ENSG00000277438	KDM5DP1	359796	Ensembl
ENSG00000283549			Ensembl
ENSG00000232455	LARS2-AS1	100885795	Ensembl
ENSG00000254935			Ensembl
COIL	COIL	8161	NCI
ENSG00000233975			Ensembl
ENSG00000232813			Ensembl
401661	OR51C1P	401661	dGene
ENSG00000257517			Ensembl
INSR	INSR	3643	GO
PPP1R13L	PPP1R13L	10848	GO
P26045	PTPN3	5774	HopkinsGroom
ENSG00000267796	LIN37	55957	Ensembl
ENSG00000196496			RussLampel
ENSG00000065485	PDIA5	10954	RussLampel
ENSG00000200757	SNORD115-16	100033454	Ensembl
Q16647	PTGIS	5740	TdgClinicalTrial
ENSG00000237065	NANOGP4	414132	Ensembl
ENSG00000258167			Ensembl
ENSG00000284565	MIR451A	574411	Ensembl
ENSG00000225697	SLC26A6	65010	Ensembl
ENSG00000179295	PTPN11	5781	RussLampel
ENSG00000278854			Ensembl
ENSG00000139574	NPFF	8620	HingoraniCasas
ENSG00000174667	OR7D4	125958	Ensembl
ENSG00000207608	MIR127	406914	Ensembl
CDK5	CDK5	1020	ClearityFoundationClinicalTrial
ENSG00000115556	PLCD4	84812	Ensembl
ENSG00000222017			Ensembl
ENSG00000099290	WASHC2A	387680	Ensembl
ENSG00000196668	LINC00173	100287569	Ensembl
ENSG00000061938	TNK2	10188	HingoraniCasas
ENSG00000188581	KRTAP1-1	81851	Ensembl
ENSG00000277109			Ensembl
ENSG00000201342	RNU4-38P	106479574	Ensembl
5782	PTPN12	5782	dGene
INS-IGF2	INS-IGF2	723961	GO
ENSG00000234230	ZFX-AS1	100873922	Ensembl
ENSG00000107140	TESK1	7016	Ensembl
ENSG00000166949	SMAD3	4088	HingoraniCasas
ENSG00000020181	ADGRA2	25960	Ensembl
ENSG00000152253	SPC25	57405	Ensembl
PGP	PGP	283871	ClearityFoundationBiomarkers
ENSG00000150269	OR5M9	390162	RussLampel
ENSG00000255067			Ensembl
ENSG00000267828			Ensembl
P00533	EGFR	1956	TdgClinicalTrial
ENSG00000200381	RNA5S4	100169755	Ensembl
ENSG00000185960	SHOX	6473	Ensembl
ENSG00000170876	TMEM43	79188	Ensembl
ENSG00000146399	TAAR1	134864	Ensembl
ENSG00000228927	TSPY3	728137	Ensembl
ENSG00000006075	CCL3	6348	HingoraniCasas
ENSG00000206639			Ensembl
ENSG00000260084			Ensembl
ENSG00000270777			Ensembl
ENSG00000241102			Ensembl
ENSG00000223946			Ensembl
ENSG00000224471	MTCO3P19	107075156	Ensembl
ENSG00000104970	KIR3DX1	90011	Ensembl
ENSG00000186496	ZNF396	252884	Ensembl
ENSG00000006625	GGCT	79017	Ensembl
ENSG00000278963			Ensembl
ENSG00000219881	GAPDHP42	100240707	Ensembl
ENSG00000225364	ATP6V0E1P1	100874502	Ensembl
ENSG00000107130	NCS1	23413	Ensembl
ENSG00000259104	PTCSC3	100886964	Ensembl
PCGF1	PCGF1	84759	GO
ENSG00000235152			Ensembl
ENSG00000221909	FAM200A	221786	Ensembl
ENSG00000207826	MIR596	693181	Ensembl
81300	OR4P4	81300	dGene
ENSG00000237320			Ensembl
ENSG00000279959			Ensembl
ENSG00000117477	CCDC181	57821	Ensembl
ENSG00000175084	DES	1674	Ensembl
ENSG00000198466	ZNF587	84914	Ensembl
FBXW7	FBXW7	55294	MskImpact
TLK1	TLK1	9874	GO
LATS1	LATS1	9113	GO
ENSG00000197429	IPP	3652	HingoraniCasas
ENSG00000145425	RPS3A	6189	Ensembl
ENSG00000249333			Ensembl
ENSG00000244556	ODCP	4954	Ensembl
RECQL4	RECQL4	9401	MskImpact
